Akkermansia,Allistipes et rel.,Anaerostipes caccae et rel.,Anaerotruncus colihominis et rel.,Bacteroides fragilis et rel.,Bacteroides ovatus et rel.,Bacteroides splachnicus et rel.,Bacteroides uniformis et rel.,Bacteroides vulgatus et rel.,Bifidobacterium,Bryantella formatexigens et rel.,Butyrivibrio crossotus et rel.,Clostridium cellulosi et rel.,Clostridium leptum et rel.,Clostridium nexile et rel.,Clostridium orbiscindens et rel.,Clostridium sphenoides et rel.,Clostridium symbiosum et rel.,Coprococcus eutactus et rel.,Dorea formicigenerans et rel.,Eubacterium rectale et rel.,Faecalibacterium prausnitzii et rel.,Lachnobacillus bovis et rel.,Lachnospira pectinoschiza et rel.,Oscillospira guillermondii et rel.,Outgrouping clostridium cluster XIVa,Parabacteroides distasonis et rel.,Prevotella melaninogenica et rel.,Prevotella oralis et rel.,Prevotella tannerae et rel.,Ruminococcus bromii et rel.,Ruminococcus callidus et rel.,Ruminococcus obeum et rel.,Sporobacter termitidis et rel.,Subdoligranulum variable at rel.,Sutterella wadsworthia et rel.,Tannerella et rel.,Uncultured Clostridiales I,Uncultured Clostridiales II
0.003950159,0.008735929,0.01028807,0.005056778,0.007644707,0.002690584,0.001892956,0.000922867,0.028081237,0.005346265,0.007045203,0.012394548,0.039948139,0.006282477,0.024923573,0.024562228,0.012466406,0.028736175,0.044857094,0.029724741,0.012482831,0.046466722,0.003313699,0.007701168,0.046192634,0.019803149,0.00455069,0.379403124,0.054192527,0.003816708,0.008254477,0.001838549,0.071211676,0.009381628,0.017826016,0.002570478,0.001506973,0.001129203,0.00280761
0.001454819,0.055918986,0.015946,0.000723572,0.010116857,0.008769478,0.010064233,0.005905885,0.443552039,0.001231169,0.019995812,0.006728126,0.10721588,0.004530001,0.004357879,0.00805029,0.008654364,0.024036854,0.019157126,0.008663134,0.002760538,0.060427061,0.001676276,0.006052792,0.037349489,0.022442802,0.012392821,0.001876903,0.001750826,0.009084122,0.000777292,0.003594839,0.050703784,0.00467362,0.010722027,0.000582147,0.005670176,0.00121911,0.001170872
0.006652163,0.016534901,0.004011288,0.000905094,0.024303161,0.020177487,0.004512143,0.017712078,0.33308235,0.009927159,0.005489423,0.011058804,0.108782299,0.005930309,0.004909718,0.031978136,0.004454395,0.028556547,0.013660811,0.015053434,0.008025907,0.028515457,0.006731012,0.003035119,0.041799793,0.002246632,0.015765293,0.004764237,0.025977862,0.040374964,0.009730593,0.001184951,0.096159847,0.004457727,0.026879625,0.010001566,0.004306692,0.00120272,0.001148303
0.00256576,0.007837073,0.013228825,0.001121579,0.005048718,0.003923913,0.004412117,0.001748502,0.043622216,0.055425141,0.003332477,0.006839158,0.035114131,0.005230451,0.0135482,0.021211069,0.005711127,0.009986677,0.039302578,0.013244955,0.002320582,0.079460051,0.001945289,0.008581208,0.322986777,0.003713147,0.013840693,0.11575813,0.018662514,0.001817324,0.001000066,0.001475366,0.056107981,0.050410833,0.021662711,0.0018227,0.00231198,0.001169969,0.002498013
0.003979883,0.051750571,0.018109677,0.002390348,0.034801805,0.024514843,0.005873082,0.023947823,0.24673393,0.004720233,0.031515244,0.008452884,0.048343081,0.008096818,0.010379674,0.012618191,0.009937614,0.053856066,0.025419117,0.01181469,0.007263757,0.053581962,0.002255984,0.010530163,0.148286245,0.00547805,0.01628366,0.002906309,0.002328541,0.005917422,0.010844576,0.004135746,0.038799156,0.024078157,0.014469736,0.005386682,0.00550761,0.001711806,0.002978866
0.002217716,0.058079442,0.013510297,0.000964359,0.013307844,0.020429263,0.00255926,0.016465192,0.244219256,0.008308323,0.061040519,0.00824496,0.002667441,0.001682992,0.006521786,0.022480071,0.026855232,0.063888777,0.055943634,0.045759139,0.009193864,0.103000949,0.001829809,0.00252526,0.015061926,0.013581388,0.028459406,0.006008698,0.001648992,0.007299146,0.000407998,0.001380084,0.116812608,0.003535983,0.002270262,0.002874531,0.005501791,0.001721628,0.001740173
0.001604415,0.013781228,0.009271454,0.000676255,0.002445507,0.002818292,0.001971283,0.002238403,0.01839075,0.011804028,0.003180934,0.004166575,0.065791142,0.00571858,0.004447221,0.007166611,0.00880991,0.00739062,0.012016203,0.006868213,0.002239249,0.042263391,0.001310244,0.001961139,0.040634462,0.002196138,0.003107391,0.578406676,0.078955288,0.000967044,0.005049088,0.002702483,0.027171919,0.008432898,0.009114225,0.000773466,0.001218949,0.001145407,0.001792921
0.098336188,0.019211746,0.005657894,0.001787241,0.018906821,0.006908234,0.00347819,0.027848862,0.193338625,0.018883478,0.005498866,0.016909488,0.131088656,0.014683097,0.003370226,0.013660357,0.006186042,0.022975895,0.005561602,0.011318707,0.003072596,0.02423207,0.001915631,0.002259948,0.026770682,0.002084871,0.014343156,0.177945008,0.023547812,0.005005734,0.00851748,0.010649038,0.034589314,0.009181312,0.015320668,0.005903002,0.004013633,0.001988579,0.003049252
0.008736233,0.029395756,0.003055237,0.001613726,0.011432155,0.005951014,0.004080027,0.006571842,0.15822809,0.008240847,0.005761789,0.00993324,0.405230259,0.012220947,0.001836969,0.025794106,0.004932602,0.022845176,0.009969384,0.016139389,0.001664753,0.009261385,0.001996428,0.001932644,0.021871412,0.002491814,0.016821874,0.004953863,0.005432241,0.010084194,0.000676107,0.001809329,0.096281413,0.004832674,0.046400476,0.013092656,0.003724965,0.002415274,0.002287707
0.13497854,0.007383184,0.007232507,0.002549741,0.008386129,0.007138333,0.006107136,0.000371984,0.009294901,0.01970811,0.005692774,0.021808174,0.244815173,0.022552143,0.003653923,0.0350301,0.011835225,0.026764042,0.013184257,0.031025382,0.002196591,0.044567498,0.004000009,0.006335506,0.078001361,0.003180702,0.002674521,0.102194473,0.02176815,0.000760449,0.005624498,0.002582702,0.048706412,0.015246652,0.026519191,0.002672166,0.00133726,0.003769285,0.008350814
0.002302348,0.056549859,0.00305497,0.001087121,0.042524042,0.062494329,0.003811151,0.028149492,0.38261852,0.003005151,0.047352923,0.006503154,0.005053066,0.002599482,0.00210841,0.018255091,0.004926739,0.022656952,0.002829005,0.007606288,0.003058528,0.055181617,0.001154732,0.001544388,0.152065263,0.003298727,0.01958241,0.006271851,0.002266763,0.008956738,0.00037898,0.001314865,0.013917283,0.005910664,0.007047604,0.002405544,0.00589643,0.002156449,0.002103072
0.002524229,0.046237767,0.007985136,0.003473468,0.003860645,0.004843244,0.007389713,0.007784977,0.054860783,0.004833135,0.006575935,0.004753274,0.205836357,0.011555651,0.003864688,0.008800936,0.010436579,0.009664248,0.005570085,0.007343211,0.003706987,0.020406121,0.001605317,0.003149979,0.027529966,0.002467618,0.010452754,0.369739379,0.055423857,0.002095605,0.004107306,0.002899274,0.023893742,0.016454495,0.024162642,0.000774353,0.002725399,0.007534272,0.002676875
0.009871498,0.041473113,0.001971095,0.00159851,0.015957053,0.007662029,0.004957784,0.008459281,0.1978346,0.003946196,0.004695372,0.011173542,0.42675801,0.014018008,0.001193874,0.016988672,0.003487475,0.01648388,0.00293661,0.007475737,0.001346113,0.00680869,0.001580481,0.001752752,0.020013421,0.001856915,0.017902106,0.008737718,0.004761476,0.0112737,0.000586921,0.00184089,0.053752391,0.004985828,0.041475116,0.013405046,0.004396903,0.002355698,0.002225494
0.01316734,0.002596432,0.000880975,0.000395572,0.008753011,0.003075531,0.001316734,0.000905402,0.100634412,0.001352194,0.001435721,0.016365798,0.002158309,0.000583114,0.001272606,0.002217408,0.002101574,0.003967538,0.001116584,0.001999923,0.002402587,0.009080028,0.001237147,0.00204011,0.006523783,0.001005477,0.007587571,0.671644673,0.09803798,0.002651592,0.000159174,0.000472007,0.003043224,0.002085814,0.006356729,0.015898519,0.00185966,0.000845515,0.000772232
0.055236987,0.004609048,0.009412663,0.002545898,0.00683189,0.005334087,0.00400699,0.000253305,0.013819801,0.012321998,0.005870066,0.012812088,0.325366466,0.024269546,0.002527542,0.041912782,0.011918179,0.02098576,0.025165291,0.042575413,0.002088848,0.035372744,0.005001854,0.007399073,0.063443698,0.00311308,0.002408232,0.108306198,0.01794243,0.000813145,0.015701232,0.002277909,0.053594176,0.01522032,0.025941725,0.001978715,0.001152721,0.003311319,0.007156781
0.006139,0.069918142,0.002406832,0.037732297,0.028739212,0.012702512,0.005866099,0.006893267,0.210180203,0.002988009,0.006869262,0.007787774,0.069029952,0.005407475,0.004638047,0.014587547,0.005493388,0.019118203,0.007603314,0.00662921,0.003349349,0.022120109,0.001292488,0.00211498,0.121277781,0.003780179,0.038447398,0.158938063,0.022765721,0.016793494,0.003516122,0.007845892,0.014566069,0.021497239,0.016126404,0.003991171,0.005348094,0.001416304,0.004083401
0.002452515,0.050944035,0.003837987,0.001442116,0.074855291,0.096745748,0.003721638,0.025661084,0.287421905,0.002189199,0.042548534,0.007153934,0.004041598,0.002907195,0.002366784,0.016957871,0.004620281,0.019874251,0.002930158,0.007378978,0.003658871,0.11210382,0.001168083,0.001589083,0.140750176,0.004035474,0.008712399,0.012095706,0.003841049,0.008078603,0.000633796,0.001861584,0.015234068,0.008317425,0.007042178,0.002209101,0.004800928,0.001997835,0.001818719
0.01402772,0.058083663,0.009025482,0.00789853,0.003846927,0.00522171,0.006287013,0.008998356,0.037884831,0.049238198,0.011019226,0.01240264,0.250024352,0.028579461,0.005040461,0.017168144,0.009838022,0.015120149,0.005711207,0.016723035,0.00362129,0.01366892,0.002114577,0.002644762,0.03938168,0.00294068,0.011448306,0.152478863,0.025501919,0.001929628,0.021622935,0.004783999,0.022679606,0.039375516,0.057108369,0.001306969,0.003516486,0.012648005,0.009088365
0.213360193,0.078202521,0.002888844,0.001354694,0.027301664,0.026744404,0.014173009,0.043084384,0.142198301,0.005135422,0.001980767,0.161675394,0.004269174,0.004629436,0.001005226,0.018744426,0.004192264,0.026187145,0.002249277,0.003007582,0.000976891,0.025480113,0.001099677,0.001527404,0.068005888,0.00103626,0.039781306,0.005301386,0.003776681,0.005285194,0.006776167,0.001237305,0.009528731,0.013613051,0.019195091,0.000995781,0.007572251,0.00176488,0.004661819
0.081010352,0.015310732,0.009433248,0.001665582,0.032554548,0.007348748,0.004244709,0.027204498,0.371924352,0.015969394,0.002786064,0.010258468,0.156673178,0.00893105,0.001627727,0.024272065,0.003230219,0.020148489,0.001968415,0.006291356,0.002064312,0.028218989,0.006362017,0.002013839,0.046212316,0.001423315,0.011303242,0.002518561,0.002622029,0.008772063,0.010896941,0.005284436,0.023224768,0.008317813,0.015096225,0.011855912,0.005327337,0.002548844,0.003083849
0.00455175,0.010740426,0.004874267,0.00340651,0.005216257,0.01223009,0.003191093,0.001482361,0.008934331,0.001193922,0.032927165,0.045309385,0.18461119,0.004795159,0.00937125,0.012419949,0.007506736,0.018568462,0.014979395,0.011079982,0.038800626,0.036065925,0.006567177,0.008885649,0.048050171,0.003120505,0.008927028,0.31204802,0.043822156,0.000840978,0.007655216,0.002307518,0.032631423,0.012852,0.018850817,0.000843412,0.001716034,0.016009016,0.002616648
0.002687477,0.013493468,0.002776754,0.01403371,0.016873416,0.005093386,0.003001092,0.000851568,0.069180777,0.001444461,0.001967535,0.005076218,0.036957383,0.002894646,0.002892357,0.008572913,0.0033479,0.008520263,0.006733571,0.004010613,0.001397534,0.013512926,0.001016388,0.002033921,0.056170323,0.001609281,0.014341603,0.569017102,0.080916169,0.006565318,0.00250091,0.00272067,0.008406949,0.010210809,0.010147857,0.002796212,0.002527235,0.00114687,0.002552416
0.008975653,0.096378134,0.023412166,0.0013044,0.017083621,0.014321587,0.00587459,0.004635314,0.284709785,0.001631937,0.020096575,0.016991681,0.134517956,0.0090063,0.005068198,0.037641813,0.005139069,0.012775844,0.008291849,0.009626896,0.004537627,0.052227728,0.001773678,0.005721356,0.123747555,0.004805786,0.01234296,0.002940168,0.001587882,0.006993195,0.003397953,0.008720902,0.023419827,0.012444477,0.007546751,0.000689551,0.005334442,0.002051414,0.002233378
0.002038597,0.01719895,0.005243842,0.00162237,0.043029276,0.021145503,0.00541094,0.016062683,0.268089127,0.004760776,0.00603376,0.015777097,0.211807454,0.008002479,0.008652643,0.022509631,0.004575449,0.018639032,0.005432207,0.013392152,0.018882083,0.022053909,0.010855299,0.007179141,0.025508282,0.003472602,0.023794767,0.006893555,0.004469114,0.060753825,0.005465626,0.001993024,0.036287627,0.00649252,0.051827749,0.002081131,0.006124904,0.003384496,0.003056376
0.00798056,0.017413846,0.025957887,0.00160869,0.016725845,0.006178173,0.006180689,0.005715313,0.073189721,0.013845548,0.002754519,0.014289542,0.050532226,0.003951918,0.006302693,0.01357387,0.00295199,0.007993138,0.008220794,0.005930392,0.001408704,0.023554286,0.010069718,0.004589608,0.357376892,0.001709311,0.025682435,0.152370207,0.026395592,0.0034878,0.001553348,0.001074137,0.016498188,0.05141015,0.022290226,0.001290474,0.003362023,0.001511841,0.003067705
0.027193852,0.012415486,0.003415813,0.001604271,0.010834014,0.009621483,0.012635192,0.000238361,0.006601556,0.007291766,0.004555799,0.015076835,0.116496221,0.021657664,0.001900668,0.024244396,0.007843105,0.019808814,0.005631532,0.009820463,0.001600126,0.042969187,0.006454394,0.004835614,0.190798446,0.001940049,0.001726561,0.293552653,0.061436963,0.000509885,0.008382007,0.001738997,0.012459012,0.020930146,0.009913734,0.012133598,0.001171077,0.002327644,0.006232615
0.003248312,0.091920592,0.014611249,0.001248593,0.025567839,0.029668249,0.003977274,0.035406359,0.480725612,0.004351606,0.016293279,0.008873139,0.00212778,0.001790389,0.002016958,0.01896778,0.013685271,0.018315163,0.002755771,0.00873769,0.003834437,0.077045833,0.001753448,0.006321773,0.054891308,0.003334507,0.011190547,0.002881369,0.003132565,0.012712501,0.000396496,0.00177315,0.011222562,0.004381158,0.004198918,0.004753027,0.006784762,0.002669576,0.002433156
0.006224727,0.079480393,0.017357311,0.001552301,0.032127454,0.046545742,0.004706059,0.05910127,0.326743816,0.004222258,0.028275161,0.032334428,0.003474567,0.002939023,0.002488856,0.018733685,0.013528302,0.019292513,0.003797963,0.009029217,0.004499085,0.042054418,0.00202834,0.003140822,0.139740714,0.003787614,0.020485198,0.006620563,0.004206735,0.010478031,0.000437231,0.005606393,0.016759675,0.006129001,0.004286938,0.005337328,0.006995703,0.002843298,0.002607866
0.330754757,0.028149511,0.001871579,0.001544352,0.011796138,0.01386126,0.005255586,0.028235308,0.089803883,0.006516608,0.001656088,0.253992071,0.004906411,0.006901698,0.000752223,0.018604057,0.003284243,0.01261221,0.002091061,0.003044808,0.000917832,0.00715909,0.000937785,0.001448578,0.053832847,0.001221116,0.016951959,0.002865232,0.001973339,0.003014879,0.015082375,0.001141304,0.007378572,0.031148427,0.015413593,0.000808091,0.004513339,0.002204792,0.006352994
0.079273812,0.012973227,0.007776719,0.002225356,0.027083189,0.006351288,0.004237199,0.020479294,0.27553822,0.017189375,0.003289919,0.010131386,0.266829258,0.008690919,0.001254018,0.031576003,0.00394249,0.026926813,0.002093038,0.007668458,0.00152467,0.014266339,0.002901985,0.002111081,0.04095558,0.001735177,0.018635857,0.003554556,0.002300537,0.006297157,0.004601075,0.007115126,0.027359855,0.012825872,0.019080928,0.006492628,0.005277703,0.003449302,0.003984591
0.003646921,0.031633654,0.004623948,0.024987938,0.012146327,0.01643291,0.005962522,0.004165664,0.13205941,0.001414754,0.005107624,0.01550546,0.1823001,0.004194685,0.001904476,0.010338586,0.003139061,0.009626372,0.003706171,0.003431685,0.006759379,0.008482477,0.012569544,0.003216449,0.183672532,0.001565903,0.028055657,0.152822434,0.01884041,0.004833138,0.002810161,0.005574372,0.012966158,0.054672376,0.005851277,0.002328902,0.005090695,0.011429276,0.002130595
0.004659239,0.013393849,0.004825672,0.014497708,0.019277499,0.006377552,0.004724013,0.002448822,0.053195748,0.001233407,0.002479409,0.009905943,0.010919838,0.003832469,0.001357558,0.009247406,0.004031289,0.010618458,0.002196922,0.002473112,0.001102959,0.009092667,0.001975611,0.001455618,0.06037578,0.001442124,0.012036292,0.593514491,0.079795422,0.015686133,0.004872453,0.00280328,0.004059178,0.012304384,0.008077873,0.002660237,0.002510897,0.001156938,0.003381749
0.054217009,0.065689916,0.003232673,0.001108387,0.012684058,0.012406595,0.011450886,0.003684836,0.309764082,0.001315384,0.007564925,0.046155879,0.156733268,0.003875684,0.0008412,0.015903519,0.003194504,0.01074328,0.002658661,0.00353069,0.000844136,0.028740256,0.000744308,0.002420835,0.159769221,0.001501828,0.013271283,0.002379729,0.001569359,0.006958615,0.000638607,0.002536812,0.011574203,0.026061042,0.005411278,0.000571076,0.004824053,0.001632485,0.00179544
0.002617122,0.020911256,0.001813338,0.001438238,0.03160266,0.011994607,0.00746555,0.030841744,0.564891125,0.002674995,0.002297752,0.009694712,0.060506749,0.003727416,0.001502541,0.009225302,0.002139138,0.010612098,0.001596852,0.00342948,0.002158429,0.011267986,0.006856817,0.005039193,0.089479426,0.00131392,0.012723372,0.002756445,0.004554778,0.039025342,0.001324637,0.001759752,0.010710695,0.008295055,0.008393653,0.00287862,0.005958722,0.002336333,0.00218415
0.002539514,0.011499656,0.016525583,0.002769101,0.00770288,0.007415506,0.018430999,0.006712688,0.086062348,0.012770975,0.002094396,0.008332292,0.09895983,0.014401512,0.002102205,0.014487412,0.002191229,0.0076857,0.003157993,0.004483976,0.001055788,0.02529206,0.009925345,0.00350784,0.316078903,0.00196008,0.018160805,0.003720247,0.001066721,0.002005373,0.002400512,0.001197913,0.022685388,0.225882426,0.018562192,0.002900294,0.002819079,0.001927282,0.008525957
0.037165639,0.023736545,0.012260363,0.002974608,0.016109634,0.014857962,0.011283907,0.00038078,0.010454485,0.007543969,0.01063545,0.017666686,0.04858904,0.020709156,0.002884126,0.048004675,0.01025844,0.029165489,0.010085016,0.021410394,0.002710701,0.03641539,0.00682388,0.007566589,0.341476748,0.003626836,0.003506192,0.098199778,0.019996607,0.000882203,0.002148957,0.003166883,0.020807178,0.027985447,0.044317518,0.004452487,0.002337462,0.005734321,0.011668457
0.007068229,0.028062607,0.082189897,0.001593486,0.058570716,0.036860482,0.004161667,0.015063969,0.259925583,0.002515605,0.017052456,0.045930679,0.025230193,0.003467382,0.003832724,0.008903029,0.009296682,0.031722771,0.009489464,0.006107014,0.017771007,0.037832482,0.054944255,0.018494951,0.116248972,0.003808458,0.024306726,0.008369171,0.001797053,0.005794249,0.00353344,0.001894118,0.012343449,0.012862478,0.007008911,0.005679658,0.005543497,0.001725602,0.002996886
0.025501107,0.054523854,0.001811011,0.017766537,0.004265707,0.00697705,0.004481994,0.026174803,0.101921638,0.013004095,0.002265316,0.007641432,0.160227918,0.007587619,0.001029689,0.010708768,0.00329811,0.0071685,0.001619561,0.002588194,0.000972772,0.013285578,0.001130071,0.001411554,0.092717562,0.001181814,0.015649206,0.279288966,0.041831253,0.003738962,0.008098842,0.007675583,0.011489055,0.025671859,0.022258879,0.000806159,0.003694463,0.00432366,0.00421086
0.001013578,0.078741173,0.008825641,0.001354822,0.023373223,0.018573455,0.002323713,0.006271385,0.545617597,0.007279885,0.038314861,0.005456867,0.003538381,0.002588787,0.002059655,0.011738408,0.006765986,0.035687481,0.005769674,0.004263526,0.004201574,0.01130068,0.00125123,0.004309229,0.073791095,0.007964405,0.004208683,0.002306448,0.003887751,0.011635831,0.000532179,0.001956063,0.00704731,0.007209808,0.040025146,0.000745457,0.005144059,0.001695051,0.001229902
0.00518645,0.14655233,0.004823771,0.002220512,0.020857613,0.011802112,0.002806818,0.010633799,0.441570729,0.01290305,0.059424846,0.005189317,0.006889463,0.005765589,0.002029854,0.013477889,0.006459409,0.024713763,0.009957181,0.004696188,0.002244881,0.029583407,0.001211318,0.002811119,0.046484525,0.005123375,0.007852784,0.001459316,0.004052541,0.010663903,0.001403409,0.002862725,0.010782884,0.025622611,0.038445384,0.000782698,0.006889463,0.001738851,0.00202412
0.003375642,0.052829698,0.004846554,0.000963662,0.028878232,0.021565471,0.002553196,0.006171731,0.599948032,0.00397666,0.007788378,0.014740755,0.003016387,0.002082098,0.00186293,0.011928849,0.00389193,0.021878407,0.005743562,0.003201663,0.00219846,0.008799489,0.000906046,0.005897206,0.094973254,0.006532115,0.004190179,0.001177182,0.004757305,0.013566962,0.001081154,0.005103003,0.005535691,0.020634571,0.014427819,0.000876673,0.005406902,0.00135342,0.001338733
0.007756898,0.053825689,0.005327676,0.000877843,0.021610426,0.016433174,0.002522395,0.003980602,0.557992636,0.004557599,0.008230619,0.023454794,0.003191442,0.002429223,0.002300128,0.010429716,0.003230731,0.016062729,0.005139085,0.00302418,0.001989179,0.033453447,0.000830695,0.006012438,0.106839766,0.006322265,0.003916616,0.001173076,0.003753845,0.01264004,0.001351564,0.002799668,0.005792416,0.025184661,0.025556229,0.001971218,0.005104286,0.001433511,0.001497497
0.004158666,0.052766551,0.013590919,0.002501629,0.037482063,0.024744504,0.006918934,0.023680727,0.218199937,0.003888338,0.025182873,0.006781578,0.052094384,0.007385067,0.007953486,0.012391248,0.008333406,0.040807828,0.017759814,0.00980779,0.004979879,0.044877359,0.001800238,0.008022164,0.227515292,0.004681787,0.019691563,0.003195714,0.002086639,0.006207314,0.008120067,0.003452891,0.028193011,0.029889502,0.014133036,0.00558629,0.006265763,0.001807544,0.003064204
0.002518183,0.075558127,0.018515649,0.006727016,0.010381481,0.011988343,0.009543617,0.017250819,0.230766141,0.003486892,0.016290144,0.017471188,0.192045341,0.007769181,0.006256435,0.014895617,0.006500907,0.025487138,0.008832006,0.005148847,0.013859191,0.047435734,0.013221037,0.017919962,0.097451631,0.003315876,0.010355082,0.001826085,0.001605715,0.006753414,0.003227498,0.008549657,0.021169268,0.029168001,0.024340526,0.001658512,0.004740245,0.001768697,0.004200798
0.00860891,0.023701998,0.005538465,0.003666202,0.008408935,0.004338617,0.004412774,0.00760737,0.062484585,0.023337044,0.008852212,0.015544698,0.088042181,0.025354288,0.002488018,0.064016891,0.002984622,0.016855365,0.008100641,0.005361821,0.003723695,0.020356588,0.004273625,0.005751771,0.313586112,0.001882262,0.004326952,0.002140562,0.000995707,0.002518848,0.002715489,0.003771189,0.021516441,0.056226211,0.120309761,0.00129067,0.002242216,0.003713696,0.038952566
0.004440857,0.017461131,0.007120103,0.009104217,0.027684002,0.011496511,0.007822906,0.020898422,0.257253605,0.00247976,0.035256784,0.01731075,0.074233208,0.012388058,0.013506712,0.02121453,0.010279648,0.046968125,0.003075148,0.015186995,0.021699433,0.034153475,0.005967689,0.011350733,0.118540502,0.009309841,0.019610972,0.02522726,0.024587372,0.007598868,0.001626575,0.009248461,0.016049387,0.031412849,0.035479287,0.002295619,0.005257214,0.001925804,0.003477188
0.007247936,0.026231595,0.005914968,0.005429905,0.043870828,0.035581471,0.003550763,0.023647139,0.092957675,0.022698656,0.01219787,0.011204828,0.032095638,0.014569713,0.002634108,0.068661239,0.006634287,0.125347406,0.008624191,0.011054598,0.004948661,0.01429981,0.001924974,0.00291929,0.174294208,0.003009682,0.01950437,0.008331371,0.008010542,0.003207017,0.003433635,0.003101348,0.047480155,0.045257268,0.091973544,0.001166188,0.003350881,0.001437365,0.002194878
0.000416235,0.014410227,0.000846635,0.000818305,0.011548884,0.012471792,0.001587577,0.004423858,0.068799707,0.002649956,0.001536364,0.001217106,0.002016887,0.001613727,0.00065922,0.009492771,0.002961588,0.006147637,0.000886951,0.002828654,0.000849904,0.009022055,0.000553527,0.001426313,0.026544237,0.001331516,0.008638509,0.65409245,0.125514437,0.001684553,0.000277853,0.00071588,0.003393077,0.003451917,0.008369373,0.00261073,0.001710704,0.001284662,0.001194224
0.002918062,0.090800972,0.005206776,0.00144144,0.06078774,0.026140399,0.00200629,0.033651525,0.326026452,0.004109327,0.011125965,0.007900071,0.005183322,0.005873259,0.004295004,0.023643531,0.010222011,0.022341837,0.002437256,0.006404882,0.002459733,0.028087077,0.005526336,0.002849654,0.13894899,0.004923374,0.033055404,0.014073344,0.003830811,0.008220608,0.002262328,0.003137942,0.007375289,0.025338079,0.049203445,0.010189762,0.004560815,0.001158039,0.002282851
0.006233756,0.004335962,0.000843848,0.00069946,0.003832766,0.002428658,0.001463766,0.001446474,0.014669645,0.001283929,0.002550566,0.009212299,0.006889987,0.001590862,0.001023685,0.004618686,0.003261266,0.009545169,0.001003799,0.002749424,0.001289117,0.04261088,0.000983913,0.001882231,0.098632551,0.002173601,0.003087482,0.636013474,0.087964268,0.000957975,0.000389069,0.001065186,0.003957268,0.01491865,0.009145725,0.011746437,0.001213032,0.001050487,0.001234647
0.002353552,0.024371557,0.00243151,0.036773739,0.002775605,0.004521615,0.004670812,0.010490845,0.053319838,0.006885919,0.003676164,0.004445,0.316943152,0.01857303,0.001844131,0.017220847,0.001975854,0.008110411,0.003633152,0.002435543,0.00161563,0.013914315,0.001256751,0.001766172,0.257948445,0.001759451,0.00692221,0.002377746,0.001303795,0.002987976,0.003030987,0.041087016,0.03836652,0.057280956,0.015543387,0.000704318,0.003481267,0.001908648,0.019292133
0.003129213,0.023767041,0.011492788,0.003606589,0.00473239,0.00298723,0.002447248,0.002069373,0.057166558,0.001771991,0.022403111,0.012077489,0.036227995,0.004364576,0.00529026,0.012839948,0.004223711,0.020117969,0.007233301,0.006379168,0.004814002,0.019746801,0.001830126,0.008426181,0.138470207,0.002897792,0.008541333,0.416083642,0.058205157,0.001991114,0.001736216,0.001707149,0.017503024,0.01566619,0.034810403,0.001196234,0.002016828,0.012361455,0.007668194
0.003924349,0.013551662,0.008370889,0.003237588,0.029837709,0.013763704,0.005804238,0.025388004,0.260102033,0.002898954,0.025625364,0.02162506,0.051519736,0.003224928,0.017836798,0.010716004,0.013485201,0.035727397,0.004487683,0.01631453,0.02599248,0.057365116,0.006092235,0.075974125,0.050918424,0.02380877,0.019925564,0.047753627,0.036803428,0.00750057,0.000990582,0.004187027,0.0197515,0.014194116,0.024501861,0.002911614,0.006203003,0.00383257,0.003851558
0.002766637,0.008419399,0.004265684,0.007194425,0.007910525,0.003991611,0.002123233,0.00880377,0.068225877,0.01378639,0.011061533,0.007765133,0.033564792,0.00546559,0.005059494,0.032082456,0.025939203,0.10935693,0.002323774,0.009743808,0.007336475,0.022453959,0.001751395,0.018474882,0.312082623,0.006773288,0.006721481,0.082348173,0.021007554,0.00232461,0.001916007,0.002422374,0.009153882,0.022402988,0.100406096,0.004816337,0.001971991,0.001869214,0.003916408
0.001106483,0.026597133,0.010265872,0.001296336,0.096542907,0.083823785,0.002026081,0.026721724,0.231576408,0.002832954,0.04008753,0.00243545,0.003817813,0.001504976,0.001021445,0.019079176,0.093341125,0.197340682,0.005489898,0.024647191,0.001326989,0.003961191,0.000683271,0.003235401,0.021839947,0.004698847,0.02967729,0.009324521,0.003524135,0.005907178,0.001083741,0.000805884,0.024274408,0.00519622,0.005709415,0.000726779,0.003942404,0.001231074,0.001296336
0.073210516,0.055664226,0.008401426,0.001530833,0.030094917,0.021510976,0.001441009,0.016826742,0.17222828,0.02252962,0.03733723,0.060274881,0.009849124,0.010102352,0.004962307,0.040820305,0.008509406,0.028471393,0.00244532,0.009036884,0.002129979,0.035752884,0.005608277,0.003320627,0.168502488,0.009316868,0.011385691,0.006818992,0.002131891,0.004602055,0.004394695,0.011864434,0.00949365,0.05950182,0.039599078,0.003678013,0.002781682,0.001179181,0.002689947
0.000352864,0.002738511,0.000828773,0.000605055,0.002263619,0.002114135,0.001566026,0.000697593,0.013669168,0.001086049,0.002439543,0.006379013,0.003832696,0.001039272,0.000871483,0.002439543,0.002751731,0.006855939,0.000959953,0.002046003,0.002783255,0.023568688,0.001558907,0.00376558,0.028437605,0.001558907,0.002595128,0.763627729,0.09917926,0.001011815,0.000292867,0.000963004,0.003154423,0.004819088,0.002421239,0.000765726,0.001142995,0.001561958,0.001254854
