Actinomycetaceae,Aerococcus,Aeromonas,Akkermansia,Alcaligenes faecalis et rel.,Allistipes et rel.,Anaerobiospirillum,Anaerofustis,Anaerostipes caccae et rel.,Anaerotruncus colihominis et rel.,Anaerovorax odorimutans et rel.,Aneurinibacillus,Aquabacterium,Asteroleplasma et rel.,Atopobium,Bacillus,Bacteroides fragilis et rel.,Bacteroides intestinalis et rel.,Bacteroides ovatus et rel.,Bacteroides plebeius et rel.,Bacteroides splachnicus et rel.,Bacteroides stercoris et rel.,Bacteroides uniformis et rel.,Bacteroides vulgatus et rel.,Bifidobacterium,Bilophila et rel.,Brachyspira,Bryantella formatexigens et rel.,Bulleidia moorei et rel.,Burkholderia,Butyrivibrio crossotus et rel.,Campylobacter,Catenibacterium mitsuokai et rel.,Clostridium (sensu stricto),Clostridium cellulosi et rel.,Clostridium colinum et rel.,Clostridium difficile et rel.,Clostridium felsineum et rel.,Clostridium leptum et rel.,Clostridium nexile et rel.,Clostridium orbiscindens et rel.,Clostridium ramosum et rel.,Clostridium sphenoides et rel.,Clostridium stercorarium et rel.,Clostridium symbiosum et rel.,Clostridium thermocellum et rel.,Collinsella,Coprobacillus catenaformis et rel.,Coprococcus eutactus et rel.,Corynebacterium,Desulfovibrio et rel.,Dialister,Dorea formicigenerans et rel.,Eggerthella lenta et rel.,Enterobacter aerogenes et rel.,Enterococcus,Escherichia coli et rel.,Eubacterium biforme et rel.,Eubacterium cylindroides et rel.,Eubacterium hallii et rel.,Eubacterium limosum et rel.,Eubacterium rectale et rel.,Eubacterium siraeum et rel.,Eubacterium ventriosum et rel.,Faecalibacterium prausnitzii et rel.,Fusobacteria,Gemella,Granulicatella,Haemophilus,Helicobacter,Klebisiella pneumoniae et rel.,Lachnobacillus bovis et rel.,Lachnospira pectinoschiza et rel.,Lactobacillus catenaformis et rel.,Lactobacillus gasseri et rel.,Lactobacillus plantarum et rel.,Lactobacillus salivarius et rel.,Lactococcus,Leminorella,Megamonas hypermegale et rel.,Megasphaera elsdenii et rel.,Methylobacterium,Micrococcaceae,Mitsuokella multiacida et rel.,Moraxellaceae,Novosphingobium,Oceanospirillum,Oscillospira guillermondii et rel.,Outgrouping clostridium cluster XIVa,Oxalobacter formigenes et rel.,Papillibacter cinnamivorans et rel.,Parabacteroides distasonis et rel.,Peptococcus niger et rel.,Peptostreptococcus anaerobius et rel.,Peptostreptococcus micros et rel.,Phascolarctobacterium faecium et rel.,Prevotella melaninogenica et rel.,Prevotella oralis et rel.,Prevotella ruminicola et rel.,Prevotella tannerae et rel.,Propionibacterium,Proteus et rel.,Pseudomonas,Roseburia intestinalis et rel.,Ruminococcus bromii et rel.,Ruminococcus callidus et rel.,Ruminococcus gnavus et rel.,Ruminococcus lactaris et rel.,Ruminococcus obeum et rel.,Serratia,Sporobacter termitidis et rel.,Staphylococcus,Streptococcus bovis et rel.,Streptococcus intermedius et rel.,Streptococcus mitis et rel.,Subdoligranulum variable at rel.,Sutterella wadsworthia et rel.,Tannerella et rel.,Uncultured Bacteroidetes,Uncultured Chroococcales,Uncultured Clostridiales I,Uncultured Clostridiales II,Uncultured Mollicutes,Uncultured Selenomonadaceae,Veillonella,Vibrio,Weissella et rel.,Wissella et rel.,Xanthomonadaceae,Yersinia et rel.
5.95E-05,2.38E-06,2.38E-06,0.004817538,0.000250045,0.003074366,2.38E-06,2.38E-06,0.009427896,0.001836047,0.00265048,2.38E-06,2.38E-06,2.38E-06,6.19E-05,0.000204799,0.001071622,2.38E-06,0.000864442,0.000571532,0.001466932,0.000497709,0.000145264,0.001931302,0.062589897,0.000159553,4.76E-05,0.006948876,0.000509616,2.38E-06,0.010142311,0.000647736,0.00017146,0.006022518,0.018543832,0.000883493,0.009725569,2.38E-06,0.036470885,0.008884941,0.024780675,0.001564569,0.008361037,0.004808013,0.010028005,2.38E-06,0.000559625,0.002236119,0.019379697,0.000180985,0.00036197,0.01167116,0.022777931,0.000673931,0.000993037,0.000657262,0.001264515,0.002293272,0.000373877,0.015681409,0.00022385,0.00285766,0.000304817,0.001400253,0.024833065,0.000735847,2.38E-06,2.38E-06,5.95E-05,0.000352445,0.000521523,0.002824321,0.015224183,5.00E-05,0.001281184,0.001657443,0.000166697,0.000230994,2.38E-06,0.000145264,0.000466751,2.38E-06,2.38E-06,0.000152409,5.24E-05,2.38E-06,0.000252427,0.014914604,0.022708871,0.001145445,0.002781456,0.001069241,0.000450081,2.38E-06,0.000352445,0.000650118,0.001702689,0.000481039,5.95E-05,0.000297673,0.000200036,0.000681076,5.95E-05,0.001112106,0.007846658,0.003567312,0.019201094,0.005520046,0.060918166,1.19E-05,0.020156028,7.38E-05,0.0327083,0.000985893,0.010623351,0.38674141,0.001200217,0.000812052,2.38E-06,2.38E-06,0.004834208,0.013931092,0.007744258,2.38E-06,0.000435793,0.000311961,0.000197655,2.38E-06,5.95E-05,0.000281003
9.75E-05,2.17E-06,2.17E-06,0.005239685,0.00031841,0.008885154,2.17E-06,1.95E-05,0.011293806,0.003742941,0.00321659,2.82E-05,2.17E-06,2.17E-06,0.000112635,0.0002361,0.001574721,0.000103971,0.002324176,0.001589884,0.00201443,0.001169669,0.001927788,0.019752247,0.089172112,0.000227436,8.88E-05,0.009914029,0.000511189,2.17E-06,0.018898821,0.000773281,0.000435377,0.004524887,0.033420048,0.001217322,0.009433165,8.66E-06,0.036909561,0.006877222,0.036835915,0.001830316,0.010303919,0.00279421,0.01765334,2.17E-06,0.00056534,0.004786979,0.013559498,0.000253428,0.00048303,0.000716964,0.020670654,0.000643318,0.001249813,0.000998551,0.005449792,0.002861357,0.000519853,0.013308236,0.000240432,0.003807923,0.000855591,0.002820202,0.02677676,0.00089458,2.17E-06,4.12E-05,0.000110469,0.000431045,0.00120216,0.008954467,0.018898821,9.53E-05,0.001349452,0.002053419,0.000285919,0.000342237,2.17E-06,0.000203609,0.000578336,2.17E-06,2.17E-06,0.000205775,9.75E-05,2.38E-05,0.000320576,0.070996753,0.007958083,0.001416599,0.002274357,0.002205043,0.000768949,2.17E-06,0.000428879,0.000816602,0.006383361,0.001581219,0.000110469,0.000517687,0.000220938,0.000803606,0.000123465,0.001453422,0.007899599,0.005859176,0.006199247,0.004306115,0.046334062,0.000753787,0.075179403,0.000112635,0.003294568,0.000517687,0.001429596,0.087876812,0.001275806,0.001691688,2.38E-05,2.17E-06,0.14592706,0.022256205,0.007345089,2.17E-06,0.000337904,0.000441875,0.0002361,2.17E-06,0.000110469,0.000366063
4.69E-05,1.95E-06,1.95E-06,0.009374182,0.000177756,0.003717247,1.95E-06,1.95E-06,0.01107556,0.001488461,0.002730799,1.95E-06,1.95E-06,1.95E-06,8.01E-05,0.000142595,0.001115369,0.000138689,0.001322426,0.00090636,0.001298985,0.000519594,0.001019655,0.0060144,0.052666534,0.000115248,2.54E-05,0.008376014,0.000281284,1.95E-06,0.015949197,0.000466853,0.000105482,0.001982662,0.056774453,0.00088878,0.00458454,1.95E-06,0.052301255,0.004207541,0.018203376,0.005506526,0.004959585,0.00900695,0.012991808,1.95E-06,0.000474667,0.000287144,0.029015232,0.000111342,0.000265657,0.000326211,0.035674242,0.000664143,0.000753998,0.000445366,0.001666217,0.002924182,0.000332071,0.025092882,0.000177756,0.001316566,0.000326211,0.010442671,0.092153737,0.000554755,1.95E-06,1.95E-06,2.54E-05,0.000248077,0.000380906,0.006440233,0.022768382,2.73E-05,0.001191551,0.001617383,0.001218898,0.006825045,1.95E-06,9.96E-05,0.000326211,1.95E-06,1.95E-06,0.00072079,2.73E-05,1.95E-06,0.000175803,0.003980951,0.052563006,0.001705285,0.004891217,0.001111463,0.000248077,1.95E-06,0.000242217,0.00090636,0.001525575,0.000392626,4.49E-05,0.000326211,0.000113295,0.000502014,5.86E-05,0.001726772,0.029796577,0.002554997,0.01084897,0.003980951,0.161246088,1.95E-06,0.022815263,4.30E-05,0.011108767,0.000550848,0.004123546,0.136041864,0.000783298,0.00116225,1.95E-06,0.000253937,0.002142838,0.004717368,0.000982541,1.95E-06,0.000177756,0.000240263,0.000154316,1.95E-06,3.71E-05,0.00019729
0.000224123,3.86E-06,3.86E-06,0.004324036,0.000494617,0.002902012,3.86E-06,4.25E-05,0.013679256,0.002326246,0.003307752,3.86E-06,3.86E-06,3.86E-06,0.000177753,0.000390284,0.002160086,3.86E-06,0.001711839,0.001136074,0.002859506,0.000892629,0.00019321,0.003307752,0.116362554,0.00035937,0.000135247,0.018478588,0.001290642,3.86E-06,0.014154552,0.001240407,0.000170025,0.004822517,0.004996406,0.001592049,0.004324036,3.86E-06,0.005243715,0.021098514,0.033881276,0.001704111,0.009791874,0.002666296,0.021678143,3.86E-06,0.007295603,0.002028703,0.038954967,0.000405741,0.000757383,0.009888479,0.047259125,0.003504826,0.002446036,0.00122495,0.003613024,0.025951945,0.000683963,0.03371898,0.00038642,0.003949209,0.000521667,0.002967703,0.019927662,0.001449074,3.86E-06,3.86E-06,0.000150704,0.000726469,0.001159259,0.004424505,0.015155379,0.000270494,0.008226875,0.003242061,0.000328457,0.000966049,3.86E-06,0.000301407,0.001831629,3.86E-06,3.86E-06,0.000313,0.000170025,3.86E-06,0.000510074,0.005865851,0.021635637,0.00129837,0.003732814,0.001982333,0.000587358,3.86E-06,0.000687827,0.001236543,0.068318997,0.013223281,0.000162296,0.000564173,0.000378691,0.001414296,0.000181617,0.001711839,0.001340876,0.002774493,0.014660762,0.002531049,0.112440395,5.02E-05,0.006538221,0.00016616,0.070888688,0.00165774,0.020310218,0.072863292,0.002071209,0.001518629,3.86E-06,3.86E-06,0.005784702,0.007515863,0.002503999,3.86E-06,0.000560309,0.000687827,0.000421197,3.86E-06,0.000185481,0.000633728
0.000192986,4.95E-06,4.95E-06,0.006947503,0.000638339,0.003557874,4.95E-06,4.95E-06,0.018511829,0.004918674,0.007902537,4.95E-06,4.95E-06,4.95E-06,0.000287005,0.000499785,0.002409853,4.95E-06,0.001969449,0.001187607,0.0034787,0.001108433,0.000173193,0.004725687,0.034683082,0.000445353,0.000183089,0.008243974,0.000747203,4.95E-06,0.01669578,0.00157358,0.000766996,0.066604977,0.010287648,0.002335628,0.038829811,4.95E-06,0.018581106,0.010846814,0.032312816,0.006185455,0.016765057,0.003157056,0.016666089,4.95E-06,0.001311316,0.01109918,0.015300341,0.000455249,0.000935241,0.00187543,0.041165439,0.001365748,0.002439543,0.001459767,0.002939328,0.006220093,0.000890705,0.017447931,0.000489888,0.00359746,0.000682874,0.004646514,0.008585411,0.001811101,4.95E-06,4.95E-06,0.000148451,0.000895654,0.001232143,0.010371771,0.04088833,0.000168244,0.002716652,0.003988381,0.000504733,0.002108003,4.95E-06,0.000395869,0.001113382,4.95E-06,4.95E-06,0.000385972,0.000163296,4.95E-06,0.000663081,0.008372632,0.021658988,0.001949655,0.002959122,0.00220697,0.000806583,4.95E-06,0.00087586,0.001608218,0.004047762,0.001177711,0.000183089,0.000752151,0.000430508,0.001647805,0.000168244,0.001954604,0.003132314,0.003394578,0.01345955,0.005680722,0.078332599,4.95E-06,0.013108216,0.000202883,0.022876286,0.000984724,0.006615962,0.195742428,0.002192125,0.001741824,4.95E-06,4.95E-06,0.027141776,0.030976758,0.005705463,4.95E-06,0.000628442,0.000905551,0.00048494,4.95E-06,0.000197935,0.000697719
3.54E-05,1.61E-06,1.61E-06,0.002992166,0.00014647,0.002557586,1.61E-06,1.61E-06,0.00893626,0.003780849,0.001455039,1.61E-06,1.61E-06,1.61E-06,5.15E-05,0.00010784,0.00101563,0.000128765,0.000975391,0.001020459,0.001316618,0.000632556,0.000358931,0.01115101,0.069640699,0.00010784,2.41E-05,0.017977141,0.000185099,1.61E-06,0.019726729,0.000403999,3.70E-05,0.001773732,0.020116242,0.00170613,0.00243526,1.61E-06,0.018255594,0.018096248,0.028141493,0.000273625,0.017676154,0.00119751,0.039390686,1.61E-06,0.007027325,0.000410437,0.019337217,0.000101402,0.000315473,0.000743615,0.01474837,0.000529544,0.000576221,0.000371808,0.000748444,0.003774411,0.000214071,0.011683774,0.00010945,0.002085986,0.000680843,0.008804276,0.028917299,0.000463552,1.61E-06,1.61E-06,2.25E-05,0.00021729,0.000317083,0.005802453,0.039839753,2.58E-05,0.000698548,0.001028507,0.000106231,0.000151298,1.61E-06,8.85E-05,0.000283282,1.61E-06,1.61E-06,0.010924063,2.41E-05,1.61E-06,0.000164175,0.070746464,0.019272834,0.001168538,0.004772336,0.001434115,0.000389513,1.61E-06,0.0002189,0.002884326,0.125585678,0.033304951,7.40E-05,0.000366979,9.50E-05,0.000429752,3.06E-05,0.00174476,0.008303704,0.002792581,0.003735782,0.000634165,0.047280734,1.61E-06,0.087641983,3.86E-05,0.004973531,0.000350883,0.001989412,0.074461322,0.001041383,0.001001144,0.000225338,1.61E-06,0.033733094,0.012379102,0.000862723,1.61E-06,0.000175442,0.00021729,0.000209242,1.61E-06,6.76E-05,0.000167394
0.00014611,2.09E-06,2.09E-06,0.002475516,0.000329791,0.011438304,2.09E-06,4.80E-05,0.026667112,0.00416204,0.004343633,1.46E-05,1.88E-05,2.09E-06,0.0001148,0.000292219,0.001713658,6.47E-05,0.001613469,0.003139272,0.002460905,0.001337948,0.002632062,0.007507953,0.229563424,0.000256736,0.000102277,0.007691633,0.000415369,1.67E-05,0.012761641,0.000807778,0.002043449,0.007810608,0.01623279,0.001534152,0.019440942,8.35E-06,0.009501307,0.0264229,0.02168477,0.000561479,0.018923297,0.001325424,0.014107938,2.09E-06,0.000778556,0.0009518,0.034241858,0.000285958,0.000548955,0.016380987,0.021471868,0.000734723,0.002264701,0.000809865,0.001724095,0.002730165,0.000494686,0.017086489,0.000254648,0.005608526,0.000480075,0.002847052,0.049491538,0.000943451,2.09E-06,2.09E-06,0.000102277,0.000457115,0.000847436,0.005804731,0.021448908,0.000118975,0.001362995,0.002049711,0.000262998,0.000242125,8.35E-06,0.000217077,0.000574002,2.09E-06,2.09E-06,0.00026091,0.000108539,1.04E-05,0.00038406,0.02462575,0.014427292,0.000670017,0.002596579,0.002145726,0.000678367,4.17E-06,0.000461289,0.000811953,0.018896162,0.004450085,0.000144022,0.00057609,0.000267172,0.000897531,0.000112713,0.00208102,0.004341546,0.004508529,0.006441352,0.004646289,0.06226779,4.38E-05,0.016362202,0.000131499,0.016623112,0.000734723,0.004781963,0.06675962,0.001404741,0.001916125,0.00038406,2.09E-06,0.053081663,0.010499027,0.013310596,2.30E-05,0.000342314,0.000480075,0.000285958,2.09E-06,0.000179506,0.000457115
0.000121172,3.03E-06,3.03E-06,0.002244713,0.000369575,0.004119851,3.03E-06,4.54E-05,0.042667725,0.002114453,0.003295881,3.03E-06,3.03E-06,3.03E-06,9.69E-05,0.000333223,0.001938754,3.03E-05,0.002447676,0.00121475,0.00225683,0.000833058,0.000808824,0.013053264,0.075299371,0.000257491,7.88E-05,0.015316153,0.000557392,3.03E-06,0.020938538,0.000881527,0.000290813,0.008627453,0.003986562,0.002674874,0.009275724,3.03E-06,0.004610598,0.018133404,0.015185893,0.002408295,0.027481832,0.002314387,0.024331357,3.03E-06,0.000757326,0.005434569,0.054703144,0.000221139,0.000545274,0.000645241,0.035206553,0.001469212,0.001826669,0.000854263,0.001978134,0.000842146,0.000684622,0.018972521,0.000445307,0.010357185,0.000402897,0.00990279,0.085780757,0.001048139,3.03E-06,3.03E-06,8.78E-05,0.000490747,0.000811853,0.006522088,0.011026661,7.27E-05,0.001596442,0.002429501,0.00021508,0.000224168,3.03E-06,0.000209022,0.000621007,3.03E-06,3.03E-06,0.00021508,7.88E-05,3.03E-06,0.000360487,0.005492125,0.05771427,0.000711886,0.00477721,0.001629765,0.000484688,3.03E-06,0.000490747,0.000914849,0.003426141,0.000784589,0.000102996,0.000614948,0.000266579,0.000975435,8.78E-05,0.003062625,0.002947511,0.008721362,0.021398992,0.001529798,0.21518044,8.48E-05,0.005283103,0.000118143,0.006231275,0.001005728,0.003253471,0.069458876,0.001535856,0.001354098,3.03E-06,3.03E-06,0.004074412,0.004616657,0.001766083,3.03E-06,0.00086638,0.000490747,0.000266579,3.03E-06,0.000118143,0.000418044
9.24E-05,2.20E-06,2.20E-06,0.003310537,0.000290359,0.001654169,2.20E-06,2.20E-06,0.007995882,0.001541984,0.001695963,2.20E-06,2.20E-06,2.20E-06,8.58E-05,0.00021777,0.001095447,2.20E-06,0.000910673,0.000563121,0.00157278,0.00050153,0.000134181,0.001731158,0.190027034,0.000193573,7.26E-05,0.01123163,0.000382746,2.20E-06,0.010653111,0.000703902,0.000112184,0.003044374,0.013011181,0.000864479,0.012379869,2.20E-06,0.024546368,0.011247028,0.012124705,0.000675306,0.004599557,0.004247606,0.010338555,2.20E-06,0.001335213,0.001044854,0.009733639,0.000193573,0.000411342,0.006040356,0.016013761,0.001137241,0.000965665,0.000675306,0.001271422,0.00164537,0.000512528,0.011717762,0.000222169,0.001753155,0.000340952,0.015206474,0.049301708,0.000794089,2.20E-06,1.54E-05,7.48E-05,0.000393745,0.000534525,0.003068571,0.014548766,6.38E-05,0.009753436,0.001792749,0.000186974,0.000347551,2.20E-06,0.000182574,0.000510329,2.20E-06,2.20E-06,0.000169376,7.04E-05,2.20E-06,0.000277161,0.021501994,0.018070474,0.000833683,0.006271323,0.001047054,0.000345352,2.20E-06,0.000380547,0.000684104,0.001761954,0.00050153,7.70E-05,0.000318955,0.000195773,0.000721499,7.92E-05,0.00135721,0.01244586,0.004427981,0.005736798,0.002421861,0.050938279,2.20E-06,0.019544268,9.24E-05,0.022368673,0.001471594,0.009735839,0.318420885,0.001865339,0.000774292,2.20E-06,2.20E-06,0.002995981,0.002782611,0.001335213,2.20E-06,0.001130642,0.000389346,0.000382746,2.20E-06,8.14E-05,0.000305757
0.000158122,1.13E-05,1.32E-05,0.021937602,0.000340716,0.030504448,1.88E-06,5.84E-05,0.007964475,0.005464635,0.002844321,2.45E-05,4.14E-05,1.88E-06,0.000144946,0.000346363,0.003209508,0.000822613,0.007670819,0.008410606,0.003333747,0.002682434,0.013841358,0.020898512,0.007823294,0.000280479,0.00010165,0.013464876,0.000720963,3.01E-05,0.020698976,0.000771788,9.22E-05,0.016879567,0.017323816,0.002385013,0.017254167,1.88E-06,0.037525836,0.010398431,0.057735386,0.000449896,0.009389459,0.001982177,0.018059838,1.88E-06,0.000602371,0.000446131,0.019044338,0.000274832,0.00047625,0.000560958,0.020316847,0.000634372,0.001735582,0.000784965,0.004939443,0.009231337,0.000459308,0.010396548,0.000640019,0.00328104,0.000647549,0.001903116,0.028674746,0.000901674,1.88E-06,4.89E-05,9.60E-05,0.000440484,0.000988265,0.005020386,0.022716919,0.000154358,0.005588874,0.009267103,0.01014807,0.000333187,7.53E-06,0.000208947,0.000528957,1.88E-06,1.88E-06,0.000208947,0.000107297,6.59E-05,0.000323774,0.024281202,0.008553669,0.002616549,0.002857498,0.007375281,0.00082826,3.76E-06,0.000451778,0.000752964,0.002842439,0.001244273,0.000176947,0.001338393,0.000510133,0.000918616,0.000114827,0.001470162,0.020847687,0.005592639,0.013342519,0.019369995,0.077572219,0.000214595,0.043295422,0.00016377,0.022364909,0.000911086,0.006782322,0.114631217,0.001264979,0.003205744,0.000589194,9.60E-05,0.054213397,0.023635535,0.007232218,1.88E-06,0.000466838,0.000579782,0.000425425,1.88E-06,0.000131769,0.000419777
0.000197242,2.78E-06,2.78E-06,0.003080872,0.000525054,0.011201151,2.78E-06,4.17E-05,0.013748635,0.004892169,0.006189525,3.89E-05,5.28E-05,2.78E-06,0.000197242,0.000419488,0.002064101,0.000286141,0.001944644,0.001986315,0.003544809,0.000955654,0.000502829,0.006036732,0.038034465,0.000361148,0.000155572,0.010492745,0.00051672,5.28E-05,0.032042182,0.001069554,0.000169462,0.015837739,0.022096715,0.002758617,0.032064407,5.56E-06,0.024374727,0.024977567,0.041365363,0.000877868,0.008164728,0.001994649,0.021346638,2.78E-06,0.008256404,0.001341805,0.018954726,0.000361148,0.00071674,0.001877971,0.020738243,0.001964091,0.001814075,0.001091779,0.002608601,0.006042288,0.00063062,0.011173371,0.000361148,0.007848029,0.000819529,0.004533799,0.016904515,0.001289021,2.78E-06,1.67E-05,0.000150015,0.000619508,0.001011215,0.010981684,0.044076752,0.000166684,0.001891861,0.002775285,0.000416709,0.000305587,2.78E-06,0.000294475,0.000752855,2.78E-06,2.78E-06,0.000297253,0.000138903,6.95E-05,0.000475049,0.048035493,0.023027367,0.001597386,0.008070274,0.003305895,0.00087509,2.78E-06,0.000652845,0.001261241,0.01625167,0.006814589,0.00018613,0.001102891,0.000352814,0.001211236,0.000155572,0.003697602,0.003961518,0.007625784,0.02019652,0.001827966,0.037048252,0.00015835,0.045965835,0.000213911,0.005131083,0.000644511,0.001955757,0.072799149,0.001902973,0.002644716,0.00027225,2.50E-05,0.131899667,0.033772916,0.002461364,2.78E-06,0.000480605,0.000786192,0.000355592,2.78E-06,0.000269472,0.000536166
5.33E-05,1.07E-06,1.07E-06,0.002226782,0.000199525,0.002169165,1.07E-06,3.52E-05,0.006390127,0.005201515,0.002071003,6.40E-06,4.27E-06,1.07E-06,5.65E-05,8.96E-05,0.00099549,3.73E-05,0.001378535,0.000616713,0.001010428,0.000443863,0.000253941,0.006407199,0.068742151,9.07E-05,2.35E-05,0.012486836,0.000154712,6.40E-06,0.031790591,0.000292352,0.001390272,0.001507639,0.061269042,0.002917116,0.001453223,1.07E-06,0.024041134,0.02086901,0.028764643,0.000210195,0.00658325,0.000803434,0.04615424,1.07E-06,0.00542558,0.000358504,0.028989775,8.43E-05,0.00021873,0.000205927,0.027424519,0.00097415,0.00069887,0.00029662,0.000701004,0.002188371,0.000160047,0.004167614,9.60E-05,0.00260876,0.000381978,0.002059266,0.110676496,0.000347835,1.07E-06,1.07E-06,2.24E-05,0.000161114,0.000315825,0.008547556,0.020376067,0.000104564,0.000560163,0.001181144,7.68E-05,0.000354236,4.27E-06,8.22E-05,0.000906931,1.07E-06,1.07E-06,0.000149377,2.67E-05,1.07E-06,0.000119501,0.121413489,0.00703885,0.001046705,0.007417627,0.001191814,0.000226199,1.07E-06,0.000160047,0.005348758,0.01809807,0.003225473,4.69E-05,0.000453465,0.000112033,0.000328629,2.67E-05,0.001950435,0.017546443,0.012891221,0.0040065,0.001346525,0.042798596,1.60E-05,0.104715293,3.41E-05,0.001803192,0.000256075,0.002391096,0.065762083,0.000807702,0.000750085,7.68E-05,1.07E-06,0.006474419,0.007010041,0.002332413,1.07E-06,0.000139774,0.000188855,0.000106698,2.13E-06,4.59E-05,0.000147243
5.90E-05,1.05E-06,1.05E-06,0.003374134,0.0001676,0.004276432,1.05E-06,2.85E-05,0.004072993,0.00438922,0.002352723,1.58E-05,2.11E-06,1.05E-06,6.11E-05,0.000101192,0.001118387,4.74E-05,0.001680215,0.000730483,0.001163712,0.000435338,0.000481718,0.005603528,0.014008821,0.000117004,3.48E-05,0.010903479,0.000164438,2.11E-05,0.026350075,0.000333092,5.06E-05,0.00173819,0.028231621,0.012968436,0.002207259,1.05E-06,0.012557342,0.01089083,0.02401738,0.000210817,0.00762316,0.00045642,0.018750105,1.05E-06,0.001965873,0.000262468,0.040938644,9.59E-05,0.00021925,0.00023717,0.041793509,0.001118387,0.000518611,0.000307794,0.000828513,0.004357597,0.000189736,0.003894853,0.000138085,0.003661899,0.000177087,0.002013307,0.145845631,0.000402661,1.05E-06,1.05E-06,3.27E-05,0.000199223,0.000355227,0.007844518,0.028253757,3.48E-05,0.000666183,0.00091811,8.64E-05,0.000108571,1.05E-06,8.01E-05,0.000232953,1.05E-06,1.05E-06,8.75E-05,3.48E-05,1.05E-06,0.000143356,0.188275808,0.014120554,0.001099413,0.009652278,0.001678107,0.000273009,1.05E-06,0.000185519,0.000557612,0.033983775,0.007827653,0.00012122,0.000597668,9.59E-05,0.000362606,4.32E-05,0.001014032,0.002690031,0.009135775,0.005356872,0.002755384,0.064931779,5.69E-05,0.051699821,4.22E-05,0.001194281,0.00023717,0.000726266,0.054853651,0.001430397,0.001213255,2.64E-05,1.05E-06,0.036006569,0.015856636,0.001348178,1.05E-06,0.000134923,0.000211872,0.000117004,2.95E-05,4.74E-05,0.000151789
0.00013367,6.47E-06,2.16E-06,0.001703218,0.000370827,0.002035237,2.16E-06,7.33E-05,0.013711979,0.001946842,0.002860974,3.67E-05,1.29E-05,2.16E-06,0.000137982,0.000323396,0.001446657,2.16E-06,0.001142665,0.00073303,0.001966246,0.000644636,0.000137982,0.001811016,0.003089507,0.0002889,0.000129358,0.045499625,0.000446286,2.59E-05,0.014587304,0.00087748,0.000125046,0.003641436,0.017892408,0.001373354,0.015684693,2.16E-06,0.003936804,0.025287391,0.038173633,0.000545461,0.015475564,0.002966617,0.022363894,1.08E-05,0.002955837,0.000532525,0.034737015,0.000263029,0.000545461,0.001578171,0.038658727,0.001110325,0.001403538,0.000890416,0.001606199,0.002867442,0.000523901,0.014496753,0.000336332,0.009665221,0.000467846,0.006677044,0.160091672,0.001024087,2.16E-06,3.45E-05,0.000120734,0.000521745,0.00072225,0.005372681,0.025707805,0.000125046,0.00150918,0.002354321,0.000258717,0.00026734,4.31E-06,0.000241469,0.000659727,2.16E-06,2.16E-06,0.001515648,0.000120734,2.37E-05,0.000392387,0.00686677,0.042940487,0.000661883,0.004790569,0.001282803,0.00048725,1.72E-05,0.000508809,0.001052114,0.004747449,0.001047802,0.000127202,0.000446286,0.000284588,0.00093138,0.000125046,0.005271351,0.005991445,0.007869296,0.030830394,0.00214088,0.136147451,2.16E-06,0.006612365,0.000163854,0.057225954,0.001269867,0.013858586,0.080057694,0.001315143,0.001017619,2.59E-05,2.16E-06,0.003902309,0.012368809,0.001739869,2.16E-06,0.000383763,0.00045491,0.000329864,6.68E-05,0.000148762,0.000424726
0.000129702,2.88E-06,2.88E-06,0.003781536,0.000400635,0.004133172,2.88E-06,7.21E-05,0.051243843,0.0023894,0.005026675,2.02E-05,1.44E-05,2.88E-06,0.000118173,0.000366048,0.001792771,3.46E-05,0.001547778,0.001262433,0.00232599,0.000916561,0.000527455,0.008491162,0.004530925,0.000308403,0.000115291,0.016379929,0.000458281,5.76E-06,0.046323811,0.000951148,0.000106644,0.005352372,0.026833915,0.001406547,0.00555413,2.88E-06,0.020262344,0.020853209,0.018677097,0.000573571,0.025704066,0.00468945,0.021752477,2.88E-06,0.002213582,0.000553395,0.03432493,0.000270933,0.000613923,0.002006059,0.044654978,0.002029117,0.001547778,0.000913679,0.001824476,0.009278021,0.000550513,0.013837769,0.000634099,0.016385694,0.000504397,0.005320667,0.121726824,0.001150025,2.88E-06,2.59E-05,9.80E-05,0.000527455,0.000804153,0.013589894,0.060204814,0.000123938,0.001968589,0.002608453,0.000247875,0.000247875,2.88E-06,0.000242111,0.000657157,2.88E-06,2.88E-06,0.000244993,0.000103762,2.88E-06,0.000391988,0.008240404,0.022651744,0.00176683,0.005015146,0.001916708,0.000541866,2.88E-06,0.000553395,0.001112555,0.002550807,0.000795506,0.000132584,0.000668686,0.000302638,0.00105491,0.000109526,0.007799417,0.010309873,0.008165465,0.009355842,0.008269227,0.199340537,2.88E-06,0.019279491,0.000161407,0.007222964,0.000657157,0.002449928,0.015235669,0.001657304,0.001363313,4.32E-05,2.88E-06,0.004432928,0.004914267,0.001913826,2.88E-06,0.000576454,0.000570689,0.000345872,8.65E-06,0.000144113,0.000464045
